TITLE,GLUCOSA 50
DATA TYPE,INFRARED SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,19/02/15
TIME,16:22:11
SPECTROMETER/DATA SYSTEM,
LOCALE,1033
RESOLUTION,
DELTAX,0.964233
XUNITS,1/CM
YUNITS,ABSORBANCE
FIRSTX,399.1927
LASTX,4000.6047
NPOINTS,3736
FIRSTY,0.02660
MAXY,1.31924
MINY,0.00100
XYDATA,
822.4911,0.0252483
823.4554,0.0249291
824.4196,0.0246254
825.3839,0.0243542
826.3481,0.024159
827.3123,0.0240871
828.2766,0.0241618
829.2408,0.0243684
830.2050,0.0246607
831.1693,0.0249842
832.1335,0.0252983
833.0977,0.0255879
834.0620,0.0258602
835.0262,0.0261341
835.9904,0.0264268
836.9547,0.0267448
837.9189,0.0270788
838.8831,0.0274041
839.8474,0.0276862
840.8116,0.0278908
841.7758,0.0279915
842.7401,0.0279731
843.7043,0.0278266
844.6685,0.0275404
845.6328,0.0270973
846.5970,0.0264831
847.5612,0.0257035
848.5255,0.0247997
849.4897,0.0238481
850.4539,0.0229404
851.4182,0.0221513
852.3824,0.0215115
853.3466,0.0210001
854.3109,0.0205609
855.2751,0.0201326
856.2393,0.0196743
857.2036,0.0191741
858.1678,0.0186388
859.1320,0.0180732
860.0963,0.0174676
861.0605,0.0167999
862.0247,0.0160538
862.9890,0.0152371
863.9532,0.0143867
864.9174,0.0135544
865.8817,0.01278
866.8459,0.0120702
867.8101,0.0114002
868.7744,0.0107359
869.7386,0.0100646
870.7028,0.00941042
871.6671,0.00882526
872.6313,0.00836235
873.5955,0.00805397
874.5598,0.00791
875.5240,0.00793584
876.4882,0.00815081
877.4525,0.00858844
878.4167,0.00927533
879.3809,0.0102065
880.3452,0.01134
881.3094,0.01262
882.2736,0.0140148
883.2379,0.0155409
884.2021,0.0172572
885.1663,0.0192301
886.1306,0.0214917
887.0948,0.0240153
888.0590,0.026715
889.0233,0.0294656
889.9875,0.0321256
890.9517,0.03456
891.9160,0.036658
892.8802,0.0383499
893.8444,0.0396168
894.8087,0.0404863
895.7729,0.0410104
896.7371,0.0412355
897.7014,0.041181
898.6656,0.0408416
899.6298,0.0402112
900.5941,0.0393131
901.5583,0.0382144
902.5225,0.0370162
903.4868,0.0358263
904.4510,0.0347305
905.4152,0.0337777
906.3795,0.0329821
907.3437,0.0323351
908.3079,0.0318191
909.2722,0.0314161
910.2364,0.031111
911.2006,0.0308911
912.1649,0.030741
913.1291,0.0306372
914.0933,0.0305417
915.0576,0.0304012
916.0218,0.0301537
916.9860,0.0297404
917.9503,0.0291177
918.9145,0.028264
919.8787,0.0271781
920.8430,0.0258741
921.8072,0.0243747
922.7714,0.0227091
923.7357,0.0209131
924.6999,0.0190324
925.6641,0.0171245
926.6284,0.0152559
927.5926,0.0134931
928.5568,0.0118875
929.5211,0.010462
930.4853,0.00920949
931.4495,0.00810907
932.4138,0.00715394
933.3780,0.00637307
934.3422,0.00582854
935.3065,0.00558599
936.2707,0.00567474
937.2349,0.00606525
938.1992,0.00668111
939.1634,0.00743869
940.1276,0.00828822
941.0919,0.00922876
942.0561,0.0102898
943.0203,0.0114967
943.9846,0.0128476
944.9488,0.0143167
945.9130,0.0158767
946.8773,0.0175201
947.8415,0.0192606
948.8057,0.0211164
949.7700,0.0230939
950.7342,0.0251842
951.6984,0.027378
952.6627,0.0296808
953.6269,0.0321151
954.5911,0.0347066
955.5554,0.0374654
956.5196,0.0403813
957.4838,0.0434373
958.4481,0.0466324
959.4123,0.0499926
960.3765,0.0535625
961.3408,0.0573825
962.3050,0.0614724
963.2692,0.0658366
964.2335,0.070488
965.1977,0.0754732
966.1619,0.0808756
967.1262,0.0867926
968.0904,0.0932995
969.0546,0.100427
970.0189,0.108169
970.9831,0.116515
971.9473,0.125496
972.9116,0.135202
973.8758,0.145779
974.8400,0.157391
975.8043,0.170172
976.7685,0.184176
977.7327,0.199348
978.6970,0.215508
979.6612,0.232359
980.6254,0.249507
981.5897,0.266493
982.5539,0.282831
983.5181,0.298038
984.4824,0.311658
985.4466,0.323282
986.4108,0.332588
987.3751,0.339385
988.3393,0.343663
989.3035,0.345614
990.2678,0.345617
991.2320,0.344188
992.1962,0.341921
993.1605,0.339452
994.1247,0.337437
995.0889,0.336527
996.0532,0.33733
997.0174,0.340348
997.9816,0.345899
998.9459,0.35406
999.9101,0.36465
1000.8743,0.377253
1001.8386,0.391293
1002.8028,0.406115
1003.7670,0.421066
1004.7313,0.435569
1005.6955,0.449164
1006.6597,0.461521
1007.6240,0.472437
1008.5882,0.481807
1009.5524,0.489602
1010.5167,0.495857
1011.4809,0.50067
1012.4451,0.504208
1013.4094,0.506706
1014.3736,0.508446
1015.3378,0.509728
1016.3021,0.510825
1017.2663,0.511948
1018.2305,0.513223
1019.1948,0.514666
1020.1590,0.516175
1021.1232,0.517537
1022.0875,0.518465
1023.0517,0.51866
1024.0160,0.517883
1024.9802,0.515995
1025.9445,0.512957
1026.9087,0.508787
1027.8729,0.503517
1028.8372,0.497168
1029.8014,0.489767
1030.7656,0.48138
1031.7299,0.472125
1032.6941,0.462157
1033.6583,0.451638
1034.6226,0.440722
1035.5868,0.429557
1036.5510,0.418315
1037.5153,0.407191
1038.4795,0.396385
1039.4437,0.386058
1040.4080,0.376309
1041.3722,0.367175
1042.3364,0.358675
1043.3007,0.350841
1044.2649,0.343734
1045.2291,0.337417
1046.1934,0.331921
1047.1576,0.327219
1048.1218,0.323229
1049.0861,0.319836
1050.0503,0.316902
1051.0145,0.314278
1051.9788,0.31181
1052.9430,0.309354
1053.9072,0.30681
1054.8715,0.304153
1055.8357,0.301439
1056.7999,0.298789
1057.7642,0.296351
1058.7284,0.294278
1059.6926,0.292722
1060.6569,0.291837
1061.6211,0.291781
1062.5853,0.292702
1063.5496,0.294702
1064.5138,0.297805
1065.4780,0.301945
1066.4423,0.306966
1067.4065,0.312633
1068.3707,0.318647
1069.3350,0.324654
1070.2992,0.330264
1071.2634,0.335075
1072.2277,0.338716
1073.1919,0.340883
1074.1561,0.341365
1075.1204,0.340039
1076.0846,0.336843
1077.0488,0.331763
1078.0131,0.324828
1078.9773,0.316132
1079.9415,0.30585
1080.9058,0.294248
1081.8700,0.281657
1082.8342,0.268459
1083.7985,0.255061
1084.7627,0.241889
1085.7269,0.229378
1086.6912,0.217949
1087.6554,0.207976
1088.6196,0.199744
1089.5839,0.193427
1090.5481,0.189085
1091.5123,0.18668
1092.4766,0.186087
1093.4408,0.187098
1094.4050,0.189424
1095.3693,0.192691
1096.3335,0.196475
1097.2977,0.200351
1098.2620,0.203949
1099.2262,0.207
1100.1904,0.209339
1101.1547,0.210891
1102.1189,0.211629
1103.0831,0.211551
1104.0474,0.21066
1105.0116,0.208969
1105.9758,0.206504
1106.9401,0.203323
1107.9043,0.199519
1108.8685,0.195222
1109.8328,0.190585
1110.7970,0.185765
1111.7612,0.180891
1112.7255,0.176054
1113.6897,0.171296
1114.6539,0.166629
1115.6182,0.162053
1116.5824,0.157584
1117.5466,0.153258
1118.5109,0.149126
1119.4751,0.145223
1120.4393,0.141547
1121.4036,0.138051
1122.3678,0.134658
1123.3320,0.1313
1124.2963,0.127954
1125.2605,0.124652
1126.2247,0.12145
1127.1890,0.118392
1128.1532,0.115472
1129.1174,0.112635
1130.0817,0.109808
1131.0459,0.106937
1132.0101,0.10402
1132.9744,0.101105
1133.9386,0.0982851
1134.9028,0.0956753
1135.8671,0.0934062
1136.8313,0.0916117
1137.7955,0.090411
1138.7598,0.0898823
1139.7240,0.0900376
1140.6882,0.090812
1141.6525,0.0920735
1142.6167,0.0936494
1143.5809,0.0953526
1144.5452,0.0969994
1145.5094,0.0984166
1146.4736,0.0994474
1147.4379,0.099962
1148.4021,0.0998746
1149.3663,0.0991559
1150.3306,0.0978309
1151.2948,0.0959596
1152.2590,0.0936082
1153.2233,0.0908254
1154.1875,0.0876344
1155.1517,0.0840423
1156.1160,0.0800604
1157.0802,0.0757238
1158.0444,0.0710981
1159.0087,0.0662706
1159.9729,0.0613308
1160.9371,0.0563503
1161.9014,0.0513748
1162.8656,0.0464303
1163.8298,0.0415397
1164.7941,0.0367378
1165.7583,0.0320775
1166.7225,0.027624
1167.6868,0.0234428
1168.6510,0.0195874
1169.6152,0.0160944
1170.5795,0.0129836
1171.5437,0.0102622
1172.5079,0.00792779
1173.4722,0.00596975
1174.4364,0.00436919
1175.4006,0.00310148
1176.3649,0.00214218
1177.3291,0.00147419
1178.2933,0.00109205
1179.2576,0.001
1180.2218,0.00120402
1181.1860,0.00170268
1182.1503,0.00248264
1183.1145,0.00352188
1184.0787,0.00479825
1185.0430,0.00629737
1186.0072,0.00801457
1186.9714,0.00994943
1187.9357,0.0120961
1188.8999,0.0144347
1189.8641,0.0169283
1190.8284,0.0195256
1191.7926,0.022167
1192.7568,0.0247912
1193.7211,0.0273382
1194.6853,0.0297494
1195.6495,0.0319663
1196.6138,0.0339307
1197.5780,0.0355899
1198.5422,0.0369052
1199.5065,0.0379699
1200.4707,0.0385619
1201.4349,0.0388333
1202.3992,0.0388277
1203.3634,0.0385933
1204.3276,0.0381822
1205.2919,0.0376537
1206.2561,0.0370785
1207.2203,0.0365374
1208.1846,0.036113
1209.1488,0.0358781
1210.1130,0.0358859
1211.0773,0.0361651
1212.0415,0.0367221
1213.0057,0.0375465
1213.9700,0.0386188
1214.9342,0.0399146
1215.8984,0.0414069
1216.8627,0.0430661
1217.8269,0.0448589
1218.7911,0.046747
1219.7554,0.0486892
1220.7196,0.0506435
1221.6838,0.0525693
1222.6481,0.0544307
1223.6123,0.0561997
1224.5765,0.0578593
1225.5408,0.0594016
1226.5050,0.0608223
1227.4692,0.0621136
1228.4335,0.0632621
1229.3977,0.0642546
1230.3619,0.0650902
1231.3262,0.0657905
1232.2904,0.0664001
1233.2546,0.0669757
1234.2189,0.0675704
1235.1831,0.0682199
1236.1473,0.0689397
1237.1116,0.0697295
1238.0758,0.0705823
1239.0400,0.0714919
1240.0043,0.0724561
1240.9685,0.0734759
1241.9327,0.0745508
1242.8970,0.0756738
1243.8612,0.0768274
1244.8254,0.0779842
1245.7897,0.0791129
1246.7539,0.0801884
1247.7181,0.0811996
1248.6824,0.0821518
1249.6466,0.0830597
1250.6108,0.0839361
1251.5751,0.0847816
1252.5393,0.0855806
1253.5035,0.0863075
1254.4678,0.0869367
1255.4320,0.0874532
1256.3962,0.0878547
1257.3605,0.0881498
1258.3247,0.0883521
1259.2889,0.0884764
1260.2532,0.088537
1261.2174,0.0885462
1262.1816,0.0885135
1263.1459,0.0884443
1264.1101,0.088341
1265.0743,0.0882065
1266.0386,0.0880481
1267.0028,0.08788
1267.9670,0.0877229
1268.9313,0.0876002
1269.8955,0.087534
1270.8597,0.0875415
1271.8240,0.0876321
1272.7882,0.0878043
1273.7524,0.0880443
1274.7167,0.0883278
1275.6809,0.0886262
1276.6451,0.088916
1277.6094,0.0891873
1278.5736,0.0894454
1279.5378,0.0897032
1280.5021,0.0899677
1281.4663,0.0902307
1282.4305,0.09047
1283.3948,0.0906612
1284.3590,0.0907904
1285.3232,0.0908601
1286.2875,0.0908847
1287.2517,0.0908814
1288.2159,0.0908654
1289.1802,0.0908511
1290.1444,0.0908602
1291.1086,0.0909256
1292.0729,0.0910875
1293.0371,0.0913829
1294.0013,0.0918333
1294.9656,0.0924389
1295.9298,0.0931835
1296.8940,0.0940491
1297.8583,0.0950318
1298.8225,0.0961481
1299.7867,0.0974278
1300.7510,0.0988956
1301.7152,0.100554
1302.6794,0.102379
1303.6437,0.104331
1304.6079,0.106362
1305.5721,0.108425
1306.5364,0.110478
1307.5006,0.112482
1308.4648,0.114407
1309.4291,0.116232
1310.3933,0.117946
1311.3575,0.119542
1312.3218,0.121006
1313.2860,0.122317
1314.2502,0.123454
1315.2145,0.124402
1316.1787,0.125161
1317.1429,0.125746
1318.1072,0.126187
1319.0714,0.126527
1320.0356,0.126811
1320.9999,0.127077
1321.9641,0.127348
1322.9283,0.12763
1323.8926,0.127928
1324.8568,0.128249
1325.8210,0.128613
1326.7853,0.129048
1327.7495,0.129586
1328.7137,0.130248
1329.6780,0.131038
1330.6422,0.131935
1331.6064,0.132899
1332.5707,0.133881
1333.5349,0.134843
1334.4991,0.135772
1335.4634,0.136681
1336.4276,0.13761
1337.3918,0.138616
1338.3561,0.139748
1339.3203,0.141017
1340.2845,0.142369
1341.2488,0.143722
1342.2130,0.145031
1343.1772,0.1463
1344.1415,0.147565
1345.1057,0.148858
1346.0699,0.150196
1347.0342,0.151582
1347.9984,0.152998
1348.9626,0.154416
1349.9269,0.155792
1350.8911,0.157085
1351.8553,0.158269
1352.8196,0.159336
1353.7838,0.160294
1354.7480,0.161148
1355.7123,0.161897
1356.6765,0.162529
1357.6407,0.16303
1358.6050,0.163376
1359.5692,0.16353
1360.5334,0.163441
1361.4977,0.163086
1362.4619,0.162509
1363.4261,0.161799
1364.3904,0.161021
1365.3546,0.160171
1366.3188,0.159199
1367.2831,0.158057
1368.2473,0.156741
1369.2115,0.155291
1370.1758,0.153754
1371.1400,0.152128
1372.1042,0.150347
1373.0685,0.148342
1374.0327,0.146142
1374.9969,0.143903
1375.9612,0.141808
1376.9254,0.13993
1377.8896,0.138205
1378.8539,0.136517
1379.8181,0.134794
1380.7823,0.133055
1381.7466,0.131382
1382.7108,0.12985
1383.6750,0.128464
1384.6393,0.127158
1385.6035,0.125852
1386.5677,0.124531
1387.5320,0.123281
1388.4962,0.122208
1389.4604,0.121358
1390.4247,0.120714
1391.3889,0.120237
1392.3531,0.119896
1393.3174,0.119687
1394.2816,0.119657
1395.2458,0.119891
1396.2101,0.120459
1397.1743,0.121348
1398.1385,0.122452
1399.1028,0.123627
1400.0670,0.124757
1401.0313,0.125812
1401.9955,0.126847
1402.9597,0.127959
1403.9240,0.12923
1404.8882,0.130664
1405.8524,0.132165
1406.8167,0.133599
1407.7809,0.134889
1408.7451,0.136055
1409.7094,0.137158
1410.6736,0.138233
1411.6378,0.139254
1412.6021,0.14017
1413.5663,0.14096
1414.5305,0.141659
1415.4948,0.142331
1416.4590,0.143019
1417.4232,0.143734
1418.3875,0.144439
1419.3517,0.145032
1420.3159,0.145405
1421.2802,0.145545
1422.2444,0.145545
1423.2086,0.145512
1424.1729,0.145506
1425.1371,0.145527
1426.1013,0.145535
1427.0656,0.145471
1428.0298,0.14528
1428.9940,0.144941
1429.9583,0.144488
1430.9225,0.144011
1431.8867,0.143595
1432.8510,0.143275
1433.8152,0.143005
1434.7794,0.142675
1435.7437,0.142181
1436.7079,0.141513
1437.6721,0.140732
1438.6364,0.139895
1439.6006,0.139042
1440.5648,0.138214
1441.5291,0.137443
1442.4933,0.136737
1443.4575,0.136086
1444.4218,0.135473
1445.3860,0.134886
1446.3502,0.134327
1447.3145,0.133812
1448.2787,0.133351
1449.2429,0.132918
1450.2072,0.132468
1451.1714,0.131984
1452.1356,0.131498
1453.0999,0.131035
1454.0641,0.130532
1455.0283,0.129782
1455.9926,0.128543
1456.9568,0.126865
1457.9210,0.125117
1458.8853,0.123474
1459.8495,0.121885
1460.8137,0.120322
1461.7780,0.118721
1462.7422,0.116906
1463.7064,0.114677
1464.6707,0.112031
1465.6349,0.10926
1466.5991,0.106707
1467.5634,0.104487
1468.5276,0.10249
1469.4918,0.100464
1470.4561,0.0980853
1471.4203,0.0950819
1472.3845,0.0915332
1473.3488,0.0880032
1474.3130,0.0850266
1475.2772,0.0825943
1476.2415,0.0804159
1477.2057,0.0783016
1478.1699,0.0762069
1479.1342,0.0741474
1480.0984,0.0721443
1481.0626,0.0702131
1482.0269,0.0683715
1482.9911,0.0666448
1483.9553,0.0650532
1484.9196,0.0635821
1485.8838,0.062153
1486.8480,0.0606332
1487.8123,0.058939
1488.7765,0.0571994
1489.7407,0.0557075
1490.7050,0.0545862
1491.6692,0.0537069
1492.6334,0.052917
1493.5977,0.052126
1494.5619,0.0512523
1495.5261,0.0502161
1496.4904,0.0490273
1497.4546,0.0478495
1498.4188,0.0468616
1499.3831,0.0460752
1500.3473,0.0454231
1501.3115,0.0449126
1502.2758,0.0445959
1503.2400,0.0444509
1504.2042,0.0442842
1505.1685,0.0437457
1506.1327,0.0426682
1507.0969,0.0416308
1508.0612,0.0413141
1509.0254,0.0413308
1509.9896,0.0411666
1510.9539,0.040823
1511.9181,0.0404435
1512.8823,0.0400812
1513.8466,0.0397094
1514.8108,0.0393043
1515.7750,0.0389061
1516.7393,0.0386015
1517.7035,0.038441
1518.6677,0.038384
1519.6320,0.0383298
1520.5962,0.038205
1521.5604,0.0380263
1522.5247,0.0378765
1523.4889,0.0378346
1524.4531,0.0379321
1525.4174,0.0381386
1526.3816,0.0383687
1527.3458,0.0385295
1528.3101,0.038585
1529.2743,0.038571
1530.2385,0.0385482
1531.2028,0.0385565
1532.1670,0.0386162
1533.1312,0.0387434
1534.0955,0.0389311
1535.0597,0.0391492
1536.0239,0.0393818
1536.9882,0.0395903
1537.9524,0.0396228
1538.9166,0.0392626
1539.8809,0.0386198
1540.8451,0.0384512
1541.8093,0.0392069
1542.7736,0.0402818
1543.7378,0.0410986
1544.7020,0.0415989
1545.6663,0.0419018
1546.6305,0.0421035
1547.5947,0.0422663
1548.5590,0.0424374
1549.5232,0.0426482
1550.4874,0.042904
1551.4517,0.0431858
1552.4159,0.0434733
1553.3801,0.0437749
1554.3444,0.0441292
1555.3086,0.0445585
1556.2728,0.0450391
1557.2371,0.0456294
1558.2013,0.0466899
1559.1655,0.0482826
1560.1298,0.0494364
1561.0940,0.0496053
1562.0582,0.049241
1563.0225,0.0489044
1563.9867,0.0488634
1564.9509,0.0491366
