,,,,,
TITLE,GLUCOSA 5,,,,
DATA TYPE,INFRARED SPECTRUM,,,,
ORIGIN,JASCO,,,,
OWNER,,,,,
DATE,19/02/15,,,,
TIME,16:01:16,,,,
SPECTROMETER/DATA SYSTEM,,,,,
LOCALE,1033,,,,
RESOLUTION,,,,,
DELTAX,0.964233,,,,
XUNITS,1/CM,,,,
YUNITS,ABSORBANCE,,,,
FIRSTX,399.1927,,,,
LASTX,4000.6047,,,,
NPOINTS,3736,,,,
FIRSTY,-0.00239,,,,
MAXY,1.11787,,,,
MINY,-0.00239,,,,
XYDATA,,,,,
1221.6838,0.0987212,,,,
1222.6481,0.100662,,,,
1223.6123,0.102438,,,,
1224.5765,0.104034,,,,
1225.5408,0.105448,,,,
1226.5050,0.106692,,,,
1227.4692,0.107789,,,,
1228.4335,0.108763,,,,
1229.3977,0.109639,,,,
1230.3619,0.11044,,,,
1231.3262,0.111191,,,,
1232.2904,0.11192,,,,
1233.2546,0.11266,,,,
1234.2189,0.113445,,,,
1235.1831,0.114303,,,,
1236.1473,0.115249,,,,
1237.1116,0.116279,,,,
1238.0758,0.117377,,,,
1239.0400,0.118524,,,,
1240.0043,0.119707,,,,
1240.9685,0.120922,,,,
1241.9327,0.122164,,,,
1242.8970,0.123422,,,,
1243.8612,0.124672,,,,
1244.8254,0.125883,,,,
1245.7897,0.12703,,,,
1246.7539,0.128103,,,,
1247.7181,0.129106,,,,
1248.6824,0.130043,,,,
1249.6466,0.130914,,,,
1250.6108,0.131711,,,,
1251.5751,0.132424,,,,
1252.5393,0.133046,,,,
1253.5035,0.133578,,,,
1254.4678,0.134024,,,,
1255.4320,0.134383,,,,
1256.3962,0.134653,,,,
1257.3605,0.13483,,,,
1258.3247,0.134919,,,,
1259.2889,0.134934,,,,
1260.2532,0.134893,,,,
1261.2174,0.134807,,,,
1262.1816,0.13468,,,,
1263.1459,0.134507,,,,
1264.1101,0.134287,,,,
1265.0743,0.134027,,,,
1266.0386,0.133744,,,,
1267.0028,0.13346,,,,
1267.9670,0.133193,,,,
1268.9313,0.13296,,,,
1269.8955,0.132772,,,,
1270.8597,0.132637,,,,
1271.8240,0.132559,,,,
1272.7882,0.132536,,,,
1273.7524,0.132552,,,,
1274.7167,0.132588,,,,
1275.6809,0.132617,,,,
1276.6451,0.132625,,,,
1277.6094,0.132604,,,,
1278.5736,0.132561,,,,
1279.5378,0.132505,,,,
1280.5021,0.132448,,,,
1281.4663,0.132396,,,,
1282.4305,0.13235,,,,
1283.3948,0.132308,,,,
1284.3590,0.132268,,,,
1285.3232,0.132228,,,,
1286.2875,0.132192,,,,
1287.2517,0.132167,,,,
1288.2159,0.132171,,,,
1289.1802,0.13223,,,,
1290.1444,0.132373,,,,
1291.1086,0.132632,,,,
1292.0729,0.133038,,,,
1293.0371,0.133616,,,,
1294.0013,0.134392,,,,
1294.9656,0.135384,,,,
1295.9298,0.136601,,,,
1296.8940,0.138042,,,,
1297.8583,0.139697,,,,
1298.8225,0.141548,,,,
1299.7867,0.143574,,,,
1300.7510,0.145745,,,,
1301.7152,0.148026,,,,
1302.6794,0.150382,,,,
1303.6437,0.152779,,,,
1304.6079,0.155191,,,,
1305.5721,0.15759,,,,
1306.5364,0.159945,,,,
1307.5006,0.162227,,,,
1308.4648,0.16441,,,,
1309.4291,0.166481,,,,
1310.3933,0.16843,,,,
1311.3575,0.170237,,,,
1312.3218,0.171865,,,,
1313.2860,0.173268,,,,
1314.2502,0.174411,,,,
1315.2145,0.175289,,,,
1316.1787,0.175924,,,,
1317.1429,0.176358,,,,
1318.1072,0.176641,,,,
1319.0714,0.176826,,,,
1320.0356,0.176967,,,,
1320.9999,0.177116,,,,
1321.9641,0.177312,,,,
1322.9283,0.177573,,,,
1323.8926,0.177901,,,,
1324.8568,0.178282,,,,
1325.8210,0.178704,,,,
1326.7853,0.179163,,,,
1327.7495,0.179673,,,,
1328.7137,0.180258,,,,
1329.6780,0.180942,,,,
1330.6422,0.181731,,,,
1331.6064,0.182612,,,,
1332.5707,0.183562,,,,
1333.5349,0.184559,,,,
1334.4991,0.185599,,,,
1335.4634,0.186697,,,,
1336.4276,0.187873,,,,
1337.3918,0.189129,,,,
1338.3561,0.190425,,,,
1339.3203,0.191685,,,,
1340.2845,0.192838,,,,
1341.2488,0.193873,,,,
1342.2130,0.194838,,,,
1343.1772,0.195806,,,,
1344.1415,0.196829,,,,
1345.1057,0.197922,,,,
1346.0699,0.199075,,,,
1347.0342,0.200261,,,,
1347.9984,0.20145,,,,
1348.9626,0.202605,,,,
1349.9269,0.203691,,,,
1350.8911,0.204673,,,,
1351.8553,0.205528,,,,
1352.8196,0.206246,,,,
1353.7838,0.206822,,,,
1354.7480,0.207258,,,,
1355.7123,0.20756,,,,
1356.6765,0.207743,,,,
1357.6407,0.207829,,,,
1358.6050,0.207827,,,,
1359.5692,0.207704,,,,
1360.5334,0.207382,,,,
1361.4977,0.206775,,,,
1362.4619,0.205864,,,,
1363.4261,0.204725,,,,
1364.3904,0.203475,,,,
1365.3546,0.202174,,,,
1366.3188,0.200812,,,,
1367.2831,0.199353,,,,
1368.2473,0.197793,,,,
1369.2115,0.196178,,,,
1370.1758,0.194565,,,,
1371.1400,0.192959,,,,
1372.1042,0.191288,,,,
1373.0685,0.189448,,,,
1374.0327,0.187403,,,,
1374.9969,0.185242,,,,
1375.9612,0.183125,,,,
1376.9254,0.181149,,,,
1377.8896,0.179297,,,,
1378.8539,0.177487,,,,
1379.8181,0.175663,,,,
1380.7823,0.173849,,,,
1381.7466,0.172131,,,,
1382.7108,0.170592,,,,
1383.6750,0.16925,,,,
1384.6393,0.168052,,,,
1385.6035,0.166919,,,,
1386.5677,0.165806,,,,
1387.5320,0.164741,,,,
1388.4962,0.163795,,,,
1389.4604,0.163021,,,,
1390.4247,0.162437,,,,
1391.3889,0.162047,,,,
1392.3531,0.161867,,,,
1393.3174,0.161927,,,,
1394.2816,0.162266,,,,
1395.2458,0.162893,,,,
1396.2101,0.163761,,,,
1397.1743,0.164779,,,,
1398.1385,0.165846,,,,
1399.1028,0.166892,,,,
1400.0670,0.167891,,,,
1401.0313,0.168861,,,,
1401.9955,0.169857,,,,
1402.9597,0.170938,,,,
1403.9240,0.172133,,,,
1404.8882,0.173409,,,,
1405.8524,0.174675,,,,
1406.8167,0.175838,,,,
1407.7809,0.176869,,,,
1408.7451,0.177802,,,,
1409.7094,0.178685,,,,
1410.6736,0.179532,,,,
1411.6378,0.180317,,,,
1412.6021,0.181012,,,,
1413.5663,0.181623,,,,
1414.5305,0.182193,,,,
1415.4948,0.182764,,,,
1416.4590,0.183329,,,,
1417.4232,0.183816,,,,
1418.3875,0.184115,,,,
1419.3517,0.184161,,,,
1420.3159,0.183976,,,,
1421.2802,0.183639,,,,
1422.2444,0.183215,,,,
1423.2086,0.18274,,,,
1424.1729,0.18224,,,,
1425.1371,0.181746,,,,
1426.1013,0.181277,,,,
1427.0656,0.180817,,,,
1428.0298,0.180308,,,,
1428.9940,0.17969,,,,
1429.9583,0.178958,,,,
1430.9225,0.178184,,,,
1431.8867,0.177471,,,,
1432.8510,0.176866,,,,
1433.8152,0.176326,,,,
1434.7794,0.17573,,,,
1435.7437,0.174952,,,,
1436.7079,0.173964,,,,
1437.6721,0.172865,,,,
1438.6364,0.171774,,,,
1439.6006,0.170744,,,,
1440.5648,0.16978,,,,
1441.5291,0.168888,,,,
1442.4933,0.168088,,,,
1443.4575,0.167408,,,,
1444.4218,0.166853,,,,
1445.3860,0.166383,,,,
1446.3502,0.165923,,,,
1447.3145,0.165398,,,,
1448.2787,0.164777,,,,
1449.2429,0.164079,,,,
1450.2072,0.163353,,,,
1451.1714,0.162643,,,,
1452.1356,0.161981,,,,
1453.0999,0.161379,,,,
1454.0641,0.160788,,,,
1455.0283,0.160043,,,,
1455.9926,0.158837,,,,
1456.9568,0.156932,,,,
1457.9210,0.154558,,,,
1458.8853,0.152232,,,,
1459.8495,0.150195,,,,
1460.8137,0.14839,,,,
1461.7780,0.146634,,,,
1462.7422,0.144686,,,,
1463.7064,0.142325,,,,
1464.6707,0.139525,,,,
1465.6349,0.136558,,,,
1466.5991,0.13378,,,,
1467.5634,0.131342,,,,
1468.5276,0.12915,,,,
1469.4918,0.126988,,,,
1470.4561,0.124587,,,,
1471.4203,0.121698,,,,
1472.3845,0.118265,,,,
1473.3488,0.114589,,,,
1474.3130,0.111107,,,,
1475.2772,0.107986,,,,
1476.2415,0.10513,,,,
1477.2057,0.102421,,,,
1478.1699,0.0998055,,,,
1479.1342,0.0972729,,,,
1480.0984,0.0948215,,,,
1481.0626,0.0924513,,,,
1482.0269,0.0901772,,,,
1482.9911,0.0880391,,,,
1483.9553,0.0860862,,,,
1484.9196,0.0843402,,,,
1485.8838,0.0827569,,,,
1486.8480,0.0812056,,,,
1487.8123,0.0795014,,,,
1488.7765,0.0775391,,,,
1489.7407,0.0754429,,,,
1490.7050,0.0734687,,,,
1491.6692,0.0717543,,,,
1492.6334,0.0702761,,,,
1493.5977,0.0689459,,,,
1494.5619,0.0676714,,,,
1495.5261,0.0663848,,,,
1496.4904,0.0650746,,,,
1497.4546,0.0637969,,,,
1498.4188,0.0626109,,,,
1499.3831,0.0615143,,,,
1500.3473,0.0604874,,,,
1501.3115,0.0595488,,,,
1502.2758,0.0587379,,,,
1503.2400,0.0580718,,,,
1504.2042,0.0575178,,,,
1505.1685,0.0570017,,,,
1506.1327,0.0564807,,,,
1507.0969,0.0560029,,,,
1508.0612,0.0555203,,,,
1509.0254,0.0548585,,,,
1509.9896,0.0540208,,,,
1510.9539,0.0531453,,,,
1511.9181,0.0523396,,,,
1512.8823,0.0516467,,,,
1513.8466,0.0510694,,,,
1514.8108,0.0505993,,,,
1515.7750,0.0502345,,,,
1516.7393,0.0499751,,,,
1517.7035,0.0498039,,,,
1518.6677,0.0496698,,,,
1519.6320,0.0494924,,,,
1520.5962,0.0492009,,,,
1521.5604,0.0487895,,,,
1522.5247,0.0483296,,,,
1523.4889,0.0479107,,,,
1524.4531,0.04757,,,,
1525.4174,0.0472792,,,,
1526.3816,0.046985,,,,
1527.3458,0.0466633,,,,
1528.3101,0.0463434,,,,
1529.2743,0.0460856,,,,
1530.2385,0.0459391,,,,
1531.2028,0.0459118,,,,
1532.1670,0.0459586,,,,
1533.1312,0.0459939,,,,
1534.0955,0.0459378,,,,
1535.0597,0.0457751,,,,
1536.0239,0.0455546,,,,
1536.9882,0.0453292,,,,
1537.9524,0.045114,,,,
1538.9166,0.0449194,,,,
1539.8809,0.0448584,,,,
1540.8451,0.0451106,,,,
1541.8093,0.0455537,,,,
1542.7736,0.0458262,,,,
1543.7378,0.0458119,,,,
1544.7020,0.0456187,,,,
1545.6663,0.0453692,,,,
1546.6305,0.045137,,,,
1547.5947,0.0449575,,,,
1548.5590,0.0448456,,,,
1549.5232,0.0448027,,,,
1550.4874,0.0448163,,,,
1551.4517,0.0448597,,,,
1552.4159,0.0449023,,,,
1553.3801,0.0449287,,,,
1554.3444,0.0449477,,,,
1555.3086,0.0449813,,,,
1556.2728,0.0450587,,,,
1557.2371,0.0452563,,,,
1558.2013,0.0457169,,,,
1559.1655,0.0463486,,,,
1560.1298,0.0466889,,,,
1561.0940,0.0465697,,,,
1562.0582,0.0462112,,,,
1563.0225,0.0458411,,,,
1563.9867,0.0455705,,,,
1564.9509,0.0454284,,,,
1565.9152,0.0454129,,,,
1566.8794,0.0455262,,,,
1567.8436,0.0457806,,,,
1568.8079,0.0461597,,,,
1569.7721,0.0465694,,,,
1570.7363,0.0468819,,,,
1571.7006,0.0470425,,,,
1572.6648,0.0470951,,,,
1573.6290,0.0471304,,,,
1574.5933,0.0472496,,,,
1575.5575,0.0475459,,,,
1576.5217,0.0480309,,,,
1577.4860,0.0485625,,,,
1578.4502,0.0489751,,,,
1579.4144,0.0492507,,,,
1580.3787,0.0494801,,,,
1581.3429,0.0497503,,,,
1582.3071,0.0500949,,,,
1583.2714,0.0504977,,,,
1584.2356,0.0509221,,,,
1585.1998,0.0513452,,,,
1586.1641,0.0517733,,,,
1587.1283,0.0522268,,,,
1588.0925,0.0527164,,,,
1589.0568,0.0532315,,,,
1590.0210,0.0537534,,,,
1590.9852,0.0542775,,,,
1591.9495,0.0548248,,,,
1592.9137,0.0554303,,,,
1593.8779,0.0561176,,,,
1594.8422,0.0568781,,,,
1595.8064,0.0576745,,,,
1596.7706,0.0584666,,,,
1597.7349,0.0592386,,,,
1598.6991,0.0600065,,,,
1599.6633,0.0608053,,,,
1600.6276,0.0616689,,,,
1601.5918,0.0626121,,,,
1602.5560,0.0636221,,,,
1603.5203,0.0646655,,,,
1604.4845,0.0657105,,,,
1605.4487,0.0667503,,,,
1606.4130,0.0678122,,,,
1607.3772,0.0689425,,,,
1608.3414,0.0701681,,,,
1609.3057,0.071455,,,,
1610.2699,0.0727118,,,,
1611.2341,0.0738558,,,,
1612.1984,0.0748807,,,,
1613.1626,0.0758729,,,,
1614.1268,0.0769965,,,,
1615.0911,0.0784485,,,,
1616.0553,0.0803116,,,,
1617.0195,0.0823531,,,,
1617.9838,0.0841465,,,,
1618.9480,0.0854947,,,,
1619.9122,0.0865436,,,,
1620.8765,0.0875697,,,,
1621.8407,0.0887958,,,,
1622.8049,0.0902903,,,,
1623.7692,0.0919302,,,,
1624.7334,0.0935027,,,,
1625.6976,0.0949008,,,,
1626.6619,0.0961829,,,,
1627.6261,0.0974447,,,,
1628.5903,0.0986857,,,,
1629.5546,0.0998099,,,,
1630.5188,0.100732,,,,
1631.4830,0.101459,,,,
1632.4473,0.10208,,,,
1633.4115,0.102725,,,,
1634.3757,0.103549,,,,
1635.3400,0.104666,,,,
1636.3042,0.105942,,,,
1637.2684,0.107001,,,,
1638.2327,0.107624,,,,
1639.1969,0.107881,,,,
1640.1611,0.10793,,,,
1641.1254,0.107892,,,,
1642.0896,0.107841,,,,
1643.0538,0.107815,,,,
1644.0181,0.107809,,,,
1644.9823,0.107774,,,,
1645.9465,0.107648,,,,
1646.9108,0.10741,,,,
1647.8750,0.107101,,,,
1648.8392,0.106791,,,,
1649.8035,0.106514,,,,
1650.7677,0.106222,,,,
1651.7319,0.105778,,,,
1652.6962,0.105063,,,,
1653.6604,0.104162,,,,
1654.6246,0.103214,,,,
1655.5889,0.102212,,,,
1656.5531,0.101155,,,,
1657.5173,0.100094,,,,
1658.4816,0.0990636,,,,
1659.4458,0.0980446,,,,
1660.4100,0.096976,,,,
1661.3743,0.0957945,,,,
1662.3385,0.0945015,,,,
1663.3027,0.0931844,,,,
1664.2670,0.091946,,,,
1665.2312,0.0908226,,,,
1666.1954,0.08976,,,,
1667.1597,0.0886335,,,,
1668.1239,0.0873103,,,,
1669.0881,0.0857683,,,,
1670.0524,0.0841706,,,,
1671.0166,0.0827283,,,,
1671.9808,0.0814923,,,,
1672.9451,0.0803569,,,,
1673.9093,0.0791904,,,,
1674.8735,0.0779254,,,,
1675.8378,0.0765878,,,,
1676.8020,0.075261,,,,
1677.7662,0.0740172,,,,
1678.7305,0.0728846,,,,
1679.6947,0.0718504,,,,
1680.6589,0.0708569,,,,
1681.6232,0.0697922,,,,
1682.5874,0.0685367,,,,
1683.5516,0.0671095,,,,
1684.5159,0.0657265,,,,
1685.4801,0.0645394,,,,
1686.4443,0.0634819,,,,
1687.4086,0.062434,,,,
1688.3728,0.0613421,,,,
1689.3370,0.0602274,,,,
1690.3013,0.0591607,,,,
1691.2655,0.0582159,,,,
1692.2297,0.0574197,,,,
1693.1940,0.0567297,,,,
1694.1582,0.0560547,,,,
1695.1224,0.0553123,,,,
1696.0867,0.0544977,,,,
1697.0509,0.0537049,,,,
1698.0151,0.0530468,,,,
1698.9794,0.0525262,,,,
1699.9436,0.0520182,,,,
1700.9078,0.0514041,,,,
1701.8721,0.0506783,,,,
1702.8363,0.0499132,,,,
1703.8005,0.0491778,,,,
1704.7648,0.0485057,,,,
1705.7290,0.0479091,,,,
1706.6932,0.0473948,,,,
1707.6575,0.0469573,,,,
1708.6217,0.0465683,,,,
1709.5859,0.0461884,,,,
1710.5502,0.0457892,,,,
1711.5144,0.0453663,,,,
1712.4786,0.044939,,,,
1713.4429,0.0445424,,,,
1714.4071,0.0442166,,,,
1715.3713,0.0439973,,,,
1716.3356,0.0438964,,,,
1717.2998,0.0438524,,,,
1718.2640,0.0437331,,,,
1719.2283,0.0434571,,,,
1720.1925,0.0430564,,,,
1721.1567,0.0426097,,,,
1722.1210,0.04218,,,,
1723.0852,0.0418012,,,,
1724.0494,0.0414854,,,,
1725.0137,0.0412295,,,,
1725.9779,0.0410195,,,,
1726.9421,0.0408411,,,,
1727.9064,0.0406903,,,,
1728.8706,0.0405778,,,,
1729.8348,0.0405206,,,,
1730.7991,0.0405303,,,,
1731.7633,0.0405995,,,,
1732.7275,0.0406898,,,,
1733.6918,0.0407203,,,,
1734.6560,0.0405981,,,,
1735.6202,0.0402996,,,,
1736.5845,0.0398968,,,,
1737.5487,0.0394958,,,,
1738.5129,0.0391821,,,,
1739.4772,0.0390033,,,,
1740.4414,0.0389613,,,,
1741.4056,0.039006,,,,
1742.3699,0.0390551,,,,
1743.3341,0.0390453,,,,
1744.2983,0.0389705,,,,
1745.2626,0.038876,,,,
1746.2268,0.0388299,,,,
1747.1910,0.0388916,,,,
1748.1553,0.0390763,,,,
1749.1195,0.0393195,,,,
1750.0837,0.0394843,,,,
1751.0480,0.0394536,,,,
1752.0122,0.0392221,,,,
1752.9764,0.0388805,,,,
1753.9407,0.038537,,,,
1754.9049,0.0382655,,,,
1755.8691,0.0380943,,,,
1756.8334,0.0380152,,,,
1757.7976,0.0380022,,,,
1758.7618,0.0380312,,,,
1759.7261,0.0380903,,,,
1760.6903,0.0381731,,,,
1761.6545,0.0382629,,,,
1762.6188,0.0383278,,,,
1763.5830,0.0383361,,,,
1764.5472,0.0382756,,,,
1765.5115,0.038155,,,,
1766.4757,0.0379915,,,,
1767.4399,0.0378037,,,,
1768.4042,0.0376179,,,,
1769.3684,0.0374813,,,,
1770.3326,0.0374625,,,,
1771.2969,0.0376152,,,,
1772.2611,0.0379087,,,,
1773.2253,0.0382071,,,,
1774.1896,0.0383673,,,,
1775.1538,0.0383444,,,,
1776.1180,0.0381875,,,,
1777.0823,0.0379755,,,,
1778.0465,0.0377781,,,,
1779.0107,0.0376486,,,,
1779.9750,0.037625,,,,
1780.9392,0.0377214,,,,
1781.9034,0.0379174,,,,
1782.8677,0.038158,,,,
1783.8319,0.0383666,,,,
1784.7961,0.038469,,,,
1785.7604,0.0384259,,,,
1786.7246,0.0382545,,,,
1787.6888,0.0380208,,,,
1788.6531,0.0378093,,,,
1789.6173,0.0376965,,,,
1790.5815,0.037733,,,,
1791.5458,0.0379181,,,,
1792.5100,0.0381685,,,,
1793.4742,0.0383474,,,,
1794.4385,0.0383686,,,,
1795.4027,0.03825,,,,
1796.3669,0.03807,,,,
1797.3312,0.0379091,,,,
1798.2954,0.0378253,,,,
1799.2596,0.0378455,,,,
1800.2239,0.0379565,,,,
1801.1881,0.0381056,,,,
1802.1523,0.038228,,,,
1803.1166,0.0382841,,,,
1804.0808,0.0382717,,,,
1805.0450,0.0382123,,,,
1806.0093,0.0381313,,,,
1806.9735,0.038052,,,,
1807.9377,0.0379964,,,,
1808.9020,0.0379852,,,,
1809.8662,0.038026,,,,
1810.8304,0.0380963,,,,
1811.7947,0.0381444,,,,
1812.7589,0.0381202,,,,
1813.7231,0.0380101,,,,
1814.6874,0.0378456,,,,
1815.6516,0.0376871,,,,
1816.6158,0.037597,,,,
1817.5801,0.0376126,,,,
1818.5443,0.037731,,,,
1819.5085,0.037918,,,,
1820.4728,0.038134,,,,
1821.4370,0.0383489,,,,
1822.4012,0.0385356,,,,
1823.3655,0.0386592,,,,
1824.3297,0.0386852,,,,
1825.2939,0.0386063,,,,
1826.2582,0.0384617,,,,
1827.2224,0.0383254,,,,
1828.1866,0.0382685,,,,
1829.1509,0.0383175,,,,
1830.1151,0.0384314,,,,
1831.0793,0.0385294,,,,
1832.0436,0.0385569,,,,
1833.0078,0.0385224,,,,
1833.9720,0.0384725,,,,
1834.9363,0.038447,,,,
1835.9005,0.0384529,,,,
1836.8647,0.038466,,,,
1837.8290,0.0384559,,,,
1838.7932,0.0384158,,,,
1839.7574,0.0383724,,,,
1840.7217,0.0383692,,,,
1841.6859,0.0384447,,,,
1842.6501,0.0386195,,,,
1843.6144,0.0388852,,,,
1844.5786,0.0391945,,,,
1845.5428,0.0394722,,,,
1846.5071,0.0396591,,,,
1847.4713,0.0397377,,,,
1848.4355,0.0397196,,,,
1849.3998,0.0396277,,,,
1850.3640,0.0394962,,,,
1851.3282,0.0393742,,,,
1852.2925,0.0393162,,,,
1853.2567,0.0393568,,,,
1854.2209,0.0394896,,,,
1855.1852,0.0396672,,,,
1856.1494,0.0398251,,,,
1857.1136,0.0399154,,,,
1858.0779,0.0399296,,,,
1859.0421,0.0398971,,,,
1860.0063,0.0398624,,,,
1860.9706,0.0398582,,,,
1861.9348,0.0398915,,,,
1862.8990,0.0399493,,,,
1863.8633,0.0400142,,,,
1864.8275,0.0400766,,,,
1865.7917,0.0401392,,,,
1866.7560,0.0402191,,,,
1867.7202,0.0403407,,,,
1868.6844,0.0405111,,,,
1869.6487,0.0406955,,,,
1870.6129,0.0408369,,,,
1871.5771,0.0409034,,,,
1872.5414,0.0409079,,,,
1873.5056,0.0408922,,,,
1874.4698,0.0409028,,,,
1875.4341,0.0409678,,,,
1876.3983,0.0410775,,,,
1877.3625,0.0411845,,,,
1878.3268,0.0412318,,,,
1879.2910,0.0411963,,,,
1880.2552,0.0411109,,,,
1881.2195,0.0410481,,,,
1882.1837,0.0410746,,,,
1883.1479,0.0412078,,,,
1884.1122,0.0414076,,,,
1885.0764,0.0416105,,,,
1886.0406,0.0417756,,,,
1887.0049,0.0419081,,,,
1887.9691,0.0420442,,,,
1888.9333,0.0422097,,,,
1889.8976,0.0423839,,,,
1890.8618,0.0425067,,,,
1891.8260,0.0425266,,,,
1892.7903,0.0424427,,,,
1893.7545,0.0423103,,,,
1894.7188,0.042213,,,,
1895.6830,0.0422213,,,,
1896.6472,0.0423545,,,,
1897.6115,0.0425719,,,,
1898.5757,0.0428006,,,,
1899.5399,0.0429762,,,,
1900.5042,0.0430694,,,,
1901.4684,0.0430909,,,,
1902.4326,0.0430795,,,,
1903.3969,0.0430789,,,,
1904.3611,0.0431141,,,,
1905.3253,0.0431808,,,,
1906.2896,0.0432525,,,,
1907.2538,0.0432982,,,,
1908.2180,0.0433016,,,,
1909.1823,0.0432699,,,,
1910.1465,0.0432303,,,,
1911.1107,0.0432162,,,,
1912.0750,0.0432555,,,,
1913.0392,0.0433651,,,,
1914.0034,0.0435455,,,,
1914.9677,0.0437703,,,,
1915.9319,0.0439773,,,,
1916.8961,0.0440803,,,,
1917.8604,0.0440134,,,,
1918.8246,0.0437845,,,,
1919.7888,0.0434844,,,,
1920.7531,0.0432388,,,,
1921.7173,0.0431427,,,,
1922.6815,0.0432187,,,,
1923.6458,0.0434163,,,,
1924.6100,0.0436518,,,,
1925.5742,0.0438636,,,,
1926.5385,0.0440393,,,,
1927.5027,0.044199,,,,
1928.4669,0.0443643,,,,
1929.4312,0.0445428,,,,
1930.3954,0.0447361,,,,
1931.3596,0.0449533,,,,
1932.3239,0.0452063,,,,
1933.2881,0.0454846,,,,
1934.2523,0.0457341,,,,
1935.2166,0.0458732,,,,
1936.1808,0.0458476,,,,
1937.1450,0.0456869,,,,
1938.1093,0.0455132,,,,
1939.0735,0.0454884,,,,
1940.0377,0.0457286,,,,
1941.0020,0.046222,,,,
1941.9662,0.046796,,,,
1942.9304,0.0471831,,,,
1943.8947,0.0471807,,,,
1944.8589,0.0467847,,,,
1945.8231,0.0461822,,,,
1946.7874,0.0456305,,,,
1947.7516,0.0453303,,,,
1948.7158,0.0453547,,,,
1949.6801,0.0456486,,,,
1950.6443,0.0460871,,,,
1951.6085,0.046557,,,,
1952.5728,0.0470043,,,,
1953.5370,0.0474188,,,,
1954.5012,0.0477788,,,,
1955.4655,0.0480179,,,,
1956.4297,0.0480573,,,,
1957.3939,0.0478832,,,,
1958.3582,0.0476015,,,,
1959.3224,0.0474026,,,,
1960.2866,0.0474424,,,,
1961.2509,0.0477231,,,,
1962.2151,0.0480825,,,,
1963.1793,0.0483134,,,,
1964.1436,0.0483133,,,,
1965.1078,0.0481506,,,,
1966.0720,0.0480051,,,,
1967.0363,0.0480285,,,,
1968.0005,0.0482287,,,,
1968.9647,0.0484736,,,,
1969.9290,0.048597,,,,
1970.8932,0.0484999,,,,
1971.8574,0.0481795,,,,
1972.8217,0.047715,,,,
1973.7859,0.0472565,,,,
1974.7501,0.0470165,,,,
1975.7144,0.0472099,,,,
1976.6786,0.0479278,,,,
1977.6428,0.0490221,,,,
1978.6071,0.0501386,,,,
1979.5713,0.0509262,,,,
1980.5355,0.0512614,,,,
1981.4998,0.0513053,,,,
1982.4640,0.0513709,,,,
1983.4282,0.0517152,,,,
1984.3925,0.0523887,,,,
1985.3567,0.0532172,,,,
1986.3209,0.0539162,,,,
1987.2852,0.0542603,,,,
1988.2494,0.0541976,,,,
1989.2136,0.0538503,,,,
1990.1779,0.0534239,,,,
1991.1421,0.0530906,,,,
1992.1063,0.0529112,,,,
1993.0706,0.0528357,,,,
1994.0348,0.052772,,,,
1994.9990,0.0526629,,,,
1995.9633,0.0525161,,,,
1996.9275,0.0523794,,,,
1997.8917,0.0522894,,,,
1998.8560,0.052231,,,,
1999.8202,0.0521392,,,,
2000.7844,0.0519533,,,,
2001.7487,0.0516891,,,,
2002.7129,0.0514687,,,,
2003.6771,0.0514709,,,,
2004.6414,0.0518145,,,,
2005.6056,0.0524461,,,,
2006.5698,0.0531224,,,,
2007.5341,0.0535407,,,,
2008.4983,0.0535473,,,,
2009.4625,0.0532564,,,,
2010.4268,0.0529705,,,,
2011.3910,0.0529592,,,,
2012.3552,0.0532679,,,,
2013.3195,0.0536838,,,,
2014.2837,0.053873,,,,
2015.2479,0.0536072,,,,
2016.2122,0.0529459,,,,
2017.1764,0.0522392,,,,
2018.1406,0.05191,,,,
2019.1049,0.0521598,,,,
2020.0691,0.0528307,,,,
2021.0333,0.0535324,,,,
2021.9976,0.0539285,,,,
2022.9618,0.0539748,,,,
2023.9260,0.0539525,,,,
2024.8903,0.0542641,,,,
2025.8545,0.0551224,,,,
2026.8187,0.0563539,,,,
2027.7830,0.057474,,,,
2028.7472,0.0579924,,,,
2029.7114,0.0577379,,,,
2030.6757,0.0569819,,,,
2031.6399,0.0562776,,,,
2032.6041,0.0561203,,,,
2033.5684,0.0566456,,,,
2034.5326,0.0575605,,,,
2035.4968,0.0583509,,,,
2036.4611,0.0586173,,,,
2037.4253,0.0583096,,,,
2038.3895,0.0577325,,,,
2039.3538,0.0573481,,,,
2040.3180,0.0575049,,,,
2041.2822,0.0582412,,,,
2042.2465,0.0592786,,,,
2043.2107,0.0602168,,,,
2044.1749,0.0607933,,,,
2045.1392,0.0610254,,,,
2046.1034,0.0611445,,,,
2047.0676,0.061386,,,,
2048.0320,0.0617964,,,,
2048.9961,0.0622134,,,,
2049.9604,0.0624324,,,,
2050.9246,0.062391,,,,
2051.8889,0.0622103,,,,
2052.8530,0.0620864,,,,
2053.8174,0.0621423,,,,
2054.7815,0.062351,,,,
2055.7458,0.0625747,,,,
2056.7100,0.0626846,,,,
2057.6743,0.0626612,,,,
2058.6384,0.0625958,,,,
2059.6028,0.0626035,,,,
2060.5669,0.0627322,,,,
2061.5313,0.0629392,,,,
2062.4954,0.0631419,,,,
2063.4597,0.0632852,,,,
2064.4238,0.0633672,,,,
2065.3882,0.0634122,,,,
2066.3523,0.0634312,,,,
